algorithm,nodes,arcs,time(s),memPeak(MB),memAvg(MB),CO2eq(kg),CO2eRate (kg/s),cpuEnergy(kW),ramEnergy(kW),totEnergy(kW),cpuCount
HPF-L-L,4161602,25138821,3.539,1642.97,1351.73,2e-06,2.2443827769406185e-07,0.0004086802091661,0.0005092601989985,0.0009179404081646,8
HPF-L-L,4161602,108370821,10.906,5453.11,4259.46,8e-06,2.248319446407853e-07,0.001491089633704,0.0018508411130949,0.003341930746799,8
HPF-L-L,4161602,108370821,7.899,5453.18,4145.62,7e-06,2.2512515494747242e-07,0.001347243637794,0.0016674050823583,0.0030146487201524,8
HPF-H-F,12582914,75826316,16.447,4957.85,4228.89,8e-06,2.314611805462035e-07,0.0015910988331558,0.0018525780540372,0.003443676887193,8
HPF-H-F,12582914,327484556,41.313,16478.03,13119.98,2.7e-05,2.320680430198363e-07,0.005261779001642,0.0060920191656004,0.0113537981672424,8
HPF-H-F,12582914,75826316,11.099,4957.88,4100.22,7e-06,2.216179942991388e-07,0.0012122678317579,0.0015545846130646,0.0027668524448226,8
HPF-H-F,12582914,327484556,33.169,16478.02,12882.71,2.4e-05,2.2034141524272385e-07,0.0042991195459595,0.005586578243263,0.0098856977892225,8
HPF-H-L,12582914,75826316,16.034,4957.94,4225.11,8e-06,2.1999285437678935e-07,0.0013971855835809,0.0018221988847502,0.0032193844683312,8
HPF-H-L,12582914,327484556,37.3,16477.95,13008.77,2.4e-05,2.199557256865032e-07,0.0044694281180396,0.0058313760266306,0.0103008041446702,8
HPF-H-L,12582914,75826316,10.978,4957.85,4097.05,6e-06,2.197090393310031e-07,0.0011808612807993,0.0015446752962551,0.0027255365770544,8
HPF-H-L,12582914,327484556,29.854,16477.95,12765.67,2.3e-05,2.2017944443136386e-07,0.0041459691806615,0.0053967129841976,0.0095426821648592,8
HPF-L-F,12582914,75826316,19.293,4957.91,4290.04,8e-06,2.1944762102584803e-07,0.0015169020171317,0.0019896976203162,0.0035065996374479,8
HPF-L-F,12582914,327484556,42.1,16478.07,13162.06,2.5e-05,2.199018553990904e-07,0.004647913250272,0.0060676749324526,0.0107155881827246,8
HPF-L-F,12582914,75826316,12.273,4957.91,4136.34,7e-06,2.1935547236253978e-07,0.0012238634399232,0.0016068694134938,0.0028307328534171,8
HPF-L-F,12582914,327484556,31.692,16478.0,12835.34,2.3e-05,2.197916290584465e-07,0.004202189242582,0.0054921563793737,0.0096943456219557,8
HPF-L-L,12582914,75826316,14.439,4957.98,4186.59,7e-06,2.195489552728073e-07,0.0013268522178698,0.0017385504124924,0.0030654026303622,8
HPF-L-L,12582914,327484556,34.356,16478.0,12919.71,2.4e-05,2.2113712095355426e-07,0.0043961966558433,0.0056656696321923,0.0100618662880357,8
HPF-L-L,12582914,75826316,9.99,4957.91,4069.52,6e-06,2.196675184348872e-07,0.0011361803189435,0.001486876609705,0.0026230569286485,8
HPF-L-L,12582914,327484556,25.633,16477.96,12604.83,2.2e-05,2.204428397882964e-07,0.0039852550470903,0.0051732620913121,0.0091585171384025,8
HPF-H-F,491522,12802789,0.157,645.48,441.52,1e-06,2.377946857631053e-07,0.0001537557821711,0.000168975696454,0.0003227314786252,8
HPF-H-F,3899394,101476818,2.606,5107.2,3630.35,6e-06,2.4048758641385933e-07,0.0012840706836446,0.0013787028464318,0.0026627735300764,8
HPF-H-F,1949698,11759514,0.352,769.75,571.31,1e-06,2.4082855819695785e-07,0.0001653466428327,0.0001769727850318,0.0003423194278646,8
HPF-H-F,1949698,11759514,0.438,769.76,573.82,1e-06,2.406319905352743e-07,0.0001744380167725,0.000187024463756,0.0003614624805286,8
HPF-H-F,245762,1489904,0.033,94.79,90.04,0.0,2.430584968028348e-07,8.608961442718721e-05,9.03858562232955e-05,0.0001764754706504,8
HPF-H-F,491522,2972389,0.064,195.39,142.79,1e-06,2.44427064311878e-07,0.0002899163294328,0.0003010254682579,0.0005909417976908,8
HPF-H-F,983042,5929493,0.16,389.03,284.62,1e-06,2.4176004992771345e-07,0.0001077092120006,0.0001143507086878,0.0002220599206885,8
HPF-H-F,3899394,23488978,1.025,1536.96,1155.51,2e-06,2.3309594112940666e-07,0.0003812354435992,0.0004371749165733,0.0008184103601725,8
HPF-H-F,983042,25590293,0.479,1288.97,901.05,2e-06,2.2561617867171442e-07,0.0003163597811431,0.000389616133865,0.0007059759150082,8
HPF-H-F,983042,25590293,0.354,1288.94,891.33,1e-06,2.247953235995963e-07,0.0002546563478915,0.000316180852411,0.0005708372003025,8
HPF-H-F,1949698,50753434,1.127,2554.85,1800.68,3e-06,2.288245435798359e-07,0.0005553213562011,0.0006629066333127,0.0012182279895139,8
HPF-H-F,3899394,23488978,1.237,1537.02,1176.74,2e-06,2.2552098449052053e-07,0.0003091212956301,0.0003810573355922,0.0006901786312224,8
HPF-H-F,245762,6405104,0.066,323.46,220.77,0.0,2.2439797938257106e-07,6.575531288198488e-05,8.192275765683093e-05,0.0001476780705388,8
HPF-H-F,1949698,50753434,0.974,2554.84,1794.04,3e-06,2.2754548229954626e-07,0.0005576017613588,0.0006738916932655,0.0012314934546243,8
HPF-H-F,3899394,101476818,2.515,5107.15,3629.02,6e-06,2.26839929190045e-07,0.0011046435262141,0.0013442467809658,0.0024488903071799,8
HPF-H-F,245762,1489904,0.027,89.66,89.66,0.0,2.2470525597267186e-07,6.428826781945673e-05,7.985053368741008e-05,0.0001441388015068,8
HPF-H-F,983042,5929493,0.179,389.01,289.34,0.0,2.222712722651862e-07,6.910264472650973e-05,8.797870201440077e-05,0.0001570813467409,8
HPF-H-F,491522,2972389,0.086,195.33,142.73,1e-06,2.303322548926133e-07,0.00023813636412,0.0002801937539942,0.0005183301181142,8
HPF-H-F,245762,6405104,0.074,323.48,221.26,0.0,2.216347057375949e-07,6.386161581146965e-05,8.183721113606596e-05,0.0001456988269475,8
HPF-H-F,491522,12802789,0.167,645.48,446.86,1e-06,2.224586374984829e-07,0.0001282290934165,0.0001629851046429,0.0002912141980594,8
HPF-H-L,491522,12802789,0.149,645.43,442.12,1e-06,2.223370158332292e-07,0.0001245233335074,0.0001584678487131,0.0002829911822206,8
HPF-H-L,3899394,101476818,2.292,5107.22,3612.17,6e-06,2.2315694237334334e-07,0.0010445960248428,0.0013186348644957,0.0023632308893385,8
HPF-H-L,1949698,11759514,0.434,769.76,578.4,1e-06,2.231074324143876e-07,0.0001399140160977,0.0001766675650365,0.0003165815811343,8
HPF-H-L,1949698,11759514,0.456,769.79,580.01,1e-06,2.2410252978635579e-07,0.0001453131087503,0.0001816450737366,0.000326958182487,8
HPF-H-L,245762,1489904,0.036,94.8,90.22,0.0,2.2724698902005621e-07,5.293835957287591e-05,6.412067654815702e-05,0.000117059036121,8
HPF-H-L,491522,2972389,0.069,195.35,142.75,1e-06,2.274768662374041e-07,0.0002229709175432,0.0002696199917224,0.0004925909092656,8
HPF-H-L,983042,5929493,0.165,389.01,284.69,0.0,2.244700901665581e-07,6.674601367454578e-05,8.310424877266911e-05,0.0001498502624472,8
HPF-H-L,3899394,23488978,0.933,1536.99,1159.2,1e-06,2.2227692437473525e-07,0.0002717190518195,0.0003460641129071,0.0006177831647266,8
HPF-H-L,983042,25590293,0.421,1288.98,900.64,1e-06,2.2412789482856497e-07,0.0002606974105022,0.0003258534913612,0.0005865509018634,8
HPF-H-L,983042,25590293,0.375,1288.99,898.45,1e-06,2.2286346795071857e-07,0.0002534374777498,0.0003208507433154,0.0005742882210653,8
HPF-H-L,1949698,50753434,1.178,2554.84,1806.22,3e-06,2.2665150365354818e-07,0.0005523474571553,0.0006733848832063,0.0012257323403617,8
HPF-H-L,3899394,23488978,1.179,1537.05,1175.42,2e-06,2.2542940529772897e-07,0.0003024001160865,0.0003731092645464,0.000675509380633,8
HPF-H-L,245762,6405104,0.07,323.49,224.15,0.0,2.2366786521560859e-07,6.52009452162699e-05,8.183538780876205e-05,0.000147036333025,8
HPF-H-L,1949698,50753434,0.965,2554.84,1792.07,3e-06,2.248848821182614e-07,0.0005213711187632,0.0006468046425639,0.0011681757613271,8
HPF-H-L,3899394,101476818,2.514,5107.19,3630.52,6e-06,2.2493672224743214e-07,0.0010752253957351,0.0013332479461499,0.0024084733418851,8
HPF-H-L,245762,1489904,0.03,89.8,89.8,0.0,2.217668990150926e-07,1.7376390289989066e-05,2.220335593795824e-05,3.95797462279473e-05,8
HPF-H-L,983042,5929493,0.236,388.99,291.19,0.0,2.2059311345746e-07,6.831351242854531e-05,8.849367958086277e-05,0.0001568071920094,8
HPF-H-L,491522,2972389,0.086,195.29,142.69,1e-06,2.2205133171607505e-07,0.0001619984129319,0.0002067767432788,0.0003687751562107,8
HPF-H-L,245762,6405104,0.079,323.42,221.36,0.0,2.208518401232105e-07,6.339039126782714e-05,8.187220403404894e-05,0.0001452625953018,8
HPF-H-L,491522,12802789,0.177,645.49,445.83,1e-06,2.2136723316886205e-07,0.0001272314926184,0.0001635401079902,0.0002907716006087,8
HPF-L-F,491522,12802789,0.134,645.5,441.37,1e-06,2.220258332040485e-07,0.0001239886833575,0.0001582907361937,0.0002822794195513,8
HPF-L-F,3899394,101476818,2.029,5107.12,3600.6,6e-06,2.221737821200776e-07,0.001023477049892,0.0013049815523618,0.0023284586022539,8
HPF-L-F,1949698,11759514,0.335,769.7,568.24,1e-06,2.2160496253082665e-07,0.0001299020641993,0.0001665634469195,0.0002964655111188,8
HPF-L-F,1949698,11759514,0.486,769.71,581.02,1e-06,2.212934908192304e-07,0.000141320552223,0.0001817908400125,0.0003231113922355,8
HPF-L-F,245762,1489904,0.029,91.45,91.45,0.0,2.2633089313531965e-07,1.81802725997618e-05,2.218885673932932e-05,4.036912933909111e-05,8
HPF-L-F,491522,2972389,0.064,195.38,142.72,0.0,2.209231074575595e-07,3.4440687830306765e-05,4.443527317416312e-05,7.887596100446988e-05,8
HPF-L-F,983042,5929493,0.131,388.95,284.64,0.0,2.212776588805793e-07,6.483868548201772e-05,8.339461989008612e-05,0.0001482333053721,8
HPF-L-F,3899394,23488978,0.986,1537.01,1164.87,1e-06,2.2121739532090809e-07,0.000273609324165,0.0003522885901549,0.0006258979143199,8
HPF-L-F,983042,25590293,0.422,1288.94,894.22,1e-06,2.2235630550614957e-07,0.000253121316108,0.0003221142716714,0.0005752355877794,8
HPF-L-F,983042,25590293,0.325,1289.02,891.37,1e-06,2.2215352684546545e-07,0.0002482228466336,0.0003165325297868,0.0005647553764205,8
HPF-L-F,1949698,50753434,1.042,2554.79,1798.56,3e-06,2.222098719621826e-07,0.0005157384653682,0.0006573402023821,0.0011730786677503,8
HPF-L-F,3899394,23488978,1.454,1537.0,1184.45,2e-06,2.216566382537129e-07,0.0002989329694239,0.0003831591074548,0.0006820920768788,8
HPF-L-F,245762,6405104,0.055,296.88,218.12,0.0,2.211251036484161e-07,5.954386096838384e-05,7.669778847374005e-05,0.0001362416494421,8
HPF-L-F,1949698,50753434,0.766,2554.86,1782.48,3e-06,2.216962765611281e-07,0.0004925610159929,0.0006311148861368,0.0011236759021297,8
HPF-L-F,3899394,101476818,2.652,5107.19,3640.68,6e-06,2.209637520399241e-07,0.0010325125768427,0.0013330250131656,0.0023655375900084,8
HPF-L-F,245762,1489904,0.021,89.89,89.89,0.0,2.201045198465209e-07,1.7074368381704216e-05,2.2192703210627943e-05,3.926707159233216e-05,8
HPF-L-F,983042,5929493,0.171,388.92,291.13,0.0,2.215890708795694e-07,6.876615501288062e-05,8.816391959826433e-05,0.0001569300746111,8
HPF-L-F,491522,2972389,0.062,195.38,142.92,0.0,2.2551218202560002e-07,3.593462235878565e-05,4.425772355581046e-05,8.019234591459611e-05,8
HPF-L-F,245762,6405104,0.067,323.51,225.42,0.0,2.211230746458593e-07,6.351488581186893e-05,8.182833178186685e-05,0.0001453432175937,8
HPF-L-F,491522,12802789,0.171,645.48,442.7,1e-06,2.2181710093330386e-07,0.0001236215408415,0.0001581582202621,0.0002817797611037,8
HPF-L-L,491522,12802789,0.125,645.48,443.76,1e-06,2.2190960366209762e-07,0.0001238518971369,0.0001583042987516,0.0002821561958886,8
HPF-L-L,3899394,101476818,1.639,5107.13,3578.82,5e-06,2.213482400563817e-07,0.0009995275921214,0.0012853135205514,0.0022848411126728,8
HPF-L-L,1949698,11759514,0.294,769.7,568.41,1e-06,2.212710344513707e-07,0.0001292213197658,0.0001662628102196,0.0002954841299854,8
HPF-L-L,1949698,11759514,0.415,769.74,572.63,1e-06,2.218105375901788e-07,0.0001336828463906,0.0001710173484697,0.0003047001948603,8
HPF-L-L,245762,1489904,0.025,89.72,89.72,0.0,2.2072774169685906e-07,1.719279319866915e-05,2.219920974162335e-05,3.93920029402925e-05,8
HPF-L-L,491522,2972389,0.045,195.34,142.71,0.0,2.216367579764338e-07,3.444273922083643e-05,4.411602854492003e-05,7.855876776575646e-05,8
HPF-L-L,983042,5929493,0.115,388.9,284.58,0.0,2.218930829382208e-07,6.49165049887157e-05,8.296837342289933e-05,0.0001478848784116,8
HPF-L-L,3899394,23488978,0.76,1537.02,1147.34,1e-06,2.212432332760727e-07,0.0002610301868795,0.0003360002578532,0.0005970304447328,8
HPF-L-L,983042,25590293,0.307,1288.95,891.58,1e-06,2.2180502310341978e-07,0.0002465978731114,0.0003155842871919,0.0005621821603034,8
HPF-L-L,983042,25590293,0.272,1289.02,887.81,1e-06,2.219625366755405e-07,0.0002429775285485,0.0003104488109092,0.0005534263394578,8
HPF-L-L,1949698,50753434,0.799,2554.84,1785.25,3e-06,2.2228702098052386e-07,0.0005036065795516,0.0006413688792605,0.0011449754588121,8
HPF-L-L,3899394,23488978,1.149,1537.0,1171.46,2e-06,2.2189145171346933e-07,0.0002835163973684,0.000362518268085,0.0006460346654535,8
HPF-L-L,245762,6405104,0.052,314.2,219.28,0.0,2.222106375294225e-07,6.024688291968866e-05,7.674293455732624e-05,0.000136989817477,8
HPF-L-L,1949698,50753434,0.619,2554.84,1772.62,3e-06,2.208937910366564e-07,0.0004849117134846,0.0006264862448904,0.001111397958375,8
HPF-L-L,3899394,101476818,2.154,5107.22,3603.44,6e-06,2.2138682441765362e-07,0.0010177315497401,0.001308201098793,0.0023259326485331,8
HPF-L-L,245762,1489904,0.019,89.71,89.71,0.0,2.203961066940081e-07,1.710776813064474e-05,2.216817571182759e-05,3.927594384247233e-05,8
HPF-L-L,983042,5929493,0.161,389.0,290.69,0.0,2.215444479916125e-07,6.891535179890176e-05,8.839595673049986e-05,0.0001573113085294,8
HPF-L-L,491522,2972389,0.058,195.39,142.95,0.0,2.213206452726443e-07,3.4417070589192605e-05,4.422054516277143e-05,7.863761575196404e-05,8
HPF-L-L,245762,6405104,0.057,323.43,221.37,0.0,2.2021816116030042e-07,6.30035815139332e-05,8.192742837197926e-05,0.0001449310098859,8
HPF-L-L,491522,12802789,0.137,645.48,442.81,1e-06,2.2181830612356885e-07,0.0001238117668271,0.0001584046067304,0.0002822163735576,8
HPF-H-F,814802,6513526,0.065,390.21,284.64,8e-05,3.0628152480177667e-05,9.85436632793095e-05,0.0001376238207458,0.0002361674840251,8
HPF-H-F,511602,4087442,0.031,243.57,177.24,5e-05,3.170618364532566e-05,6.405802985749373e-05,8.248221941409071e-05,0.0001465402492715,8
HPF-H-F,707602,5654862,0.049,335.8,243.77,7e-05,3.011094176070417e-05,8.327474550863523e-05,0.0001211984391714,0.00020447318468,8
HPF-H-F,426402,3406668,0.026,203.86,148.91,3.8e-05,3.0275893578092204e-05,4.612377967676967e-05,6.621542984946985e-05,0.0001123392095262,8
HPF-H-F,340202,2717499,0.021,163.63,119.57,0.000183,3.1797423961019985e-05,0.0002357112210688,0.0003016549782538,0.0005373661993226,8
HPF-H-F,678202,5417409,0.043,322.25,233.89,5.9e-05,2.9417958932454235e-05,6.801557663464047e-05,0.0001049011525843,0.000172916729219,8
HPF-H-F,989002,7903455,0.081,473.04,343.06,8.3e-05,2.931692000668165e-05,9.582075415654616e-05,0.0001491264433935,0.0002449471975501,8
HPF-H-F,669402,5348653,0.051,318.01,230.73,6.2e-05,2.933646982386523e-05,7.098057428440996e-05,0.0001102508823138,0.0001812314565982,8
HPF-H-L,814802,6513526,0.31,390.21,296.81,6.2e-05,2.934359375388759e-05,7.167264400473328e-05,0.0001112721953748,0.0001829448393795,8
HPF-H-L,511602,4087442,0.103,245.36,182.36,3.7e-05,2.9335438697644668e-05,4.2950855471762805e-05,6.669562682318286e-05,0.0001096464822949,8
HPF-H-L,707602,5654862,0.141,338.68,248.53,5e-05,2.935340970369924e-05,5.780393818755752e-05,8.964437394922556e-05,0.0001474483121367,8
HPF-H-L,426402,3406668,0.093,204.92,154.32,3.1e-05,2.9382713937671068e-05,3.61794406101984e-05,5.59421294379888e-05,9.21215700481872e-05,8
HPF-H-L,340202,2717499,0.063,163.58,121.25,2.5e-05,2.934138148863762e-05,2.893212203457229e-05,4.489415220467237e-05,7.382627423924466e-05,8
HPF-H-L,678202,5417409,0.14,324.77,238.48,4.7e-05,2.951028450169276e-05,5.509320213008262e-05,8.428715109388633e-05,0.0001393803532239,8
HPF-H-L,989002,7903455,0.287,473.05,354.88,7.2e-05,2.944484106412531e-05,8.368796972810233e-05,0.0001287994036481,0.0002124873733762,8
HPF-H-L,669402,5348653,0.141,320.66,235.4,4.7e-05,2.948605885069485e-05,5.479380827946162e-05,8.400427310237575e-05,0.0001387980813818,8
HPF-L-F,814802,6513526,0.114,390.2,286.66,5.7e-05,2.9486806207578743e-05,6.564261862516962e-05,0.0001006518883026,0.0001662945069278,8
HPF-L-F,511602,4087442,0.04,243.56,176.65,3.5e-05,2.945780384270019e-05,4.0112556256688414e-05,6.163917804172741e-05,0.0001017517342984,8
HPF-L-F,707602,5654862,0.044,335.9,242.49,4.8e-05,3.0042017093166222e-05,5.771470811617718e-05,8.445839399793443e-05,0.0001421731021141,8
HPF-L-F,426402,3406668,0.029,203.01,148.54,2.9e-05,2.946646701917983e-05,3.305322560922391e-05,5.073164696498368e-05,8.378487257420759e-05,8
HPF-L-F,340202,2717499,0.025,119.23,115.04,2.3e-05,2.9887898698052608e-05,2.662080962996527e-05,3.941390471049289e-05,6.603471434045816e-05,8
HPF-L-F,678202,5417409,0.043,324.7,238.42,4.7e-05,2.9469952740299853e-05,5.479448661332986e-05,8.411875557768269e-05,0.000138913242191,8
HPF-L-F,989002,7903455,0.114,473.02,349.61,6.9e-05,2.9423258081082024e-05,7.987429667716262e-05,0.0001231577916876,0.0002030320883647,8
HPF-L-F,669402,5348653,0.063,320.64,235.36,4.8e-05,2.9956153161652485e-05,5.695580528683464e-05,8.393700980882245e-05,0.0001408928150956,8
HPF-L-L,814802,6513526,0.108,390.25,286.64,5.7e-05,2.942299460037217e-05,6.61124359454604e-05,0.0001019330504815,0.000168045486427,8
HPF-L-L,511602,4087442,0.038,243.57,176.65,3.5e-05,2.936648247645065e-05,3.9836711591571816e-05,6.168396195756144e-05,0.0001015206735491,8
HPF-L-L,707602,5654862,0.045,335.86,242.38,4.7e-05,2.9450946668640472e-05,5.486155722254221e-05,8.437217309583786e-05,0.0001392337303183,8
HPF-L-L,426402,3406668,0.029,202.86,148.61,2.8e-05,2.94729709755149e-05,3.299432667321772e-05,5.062427047074465e-05,8.361859714396238e-05,8
HPF-L-L,340202,2717499,0.025,163.59,121.27,2.6e-05,3.0445815202829253e-05,3.1787697930135694e-05,4.500161611871363e-05,7.678931404884933e-05,8
HPF-L-L,678202,5417409,0.047,324.79,238.49,4.7e-05,2.948505010288996e-05,5.4915285043311e-05,8.42062752882697e-05,0.0001391215603315,8
HPF-L-L,989002,7903455,0.104,473.02,343.7,6.7e-05,2.955859682476265e-05,7.741258359667685e-05,0.0001179811781437,0.0001953937617403,8
HPF-L-L,669402,5348653,0.063,320.71,235.43,4.7e-05,2.9425226736380963e-05,5.4559264202933e-05,8.409306664436685e-05,0.0001386523308472,8
HPF-H-F,3582102,31910974,2.74,1868.32,1461.34,3e-06,2.341768419355807e-07,0.0005608173928202,0.0006367904794233,0.0011976078722436,8
HPF-H-F,13902102,126893494,13.111,7385.68,5875.64,1.1e-05,2.2170039088720769e-07,0.0020634447357544,0.0026438378784589,0.0047072826142134,8
HPF-H-L,3582102,31910974,2.348,1868.34,1448.39,3e-06,2.206638728757317e-07,0.0004680219760839,0.0006061104748496,0.0010741324509335,8
HPF-H-L,13902102,126893494,11.565,7385.73,5824.59,1.1e-05,2.270894203195637e-07,0.00209697539119,0.0025456324582991,0.0046426078494892,8
HPF-L-F,3582102,31910974,4.758,1868.32,1525.68,3e-06,2.2122758921154134e-07,0.0005672841407713,0.0007303880892268,0.0012976722299982,8
HPF-L-F,13902102,126893494,23.894,7386.06,6158.93,1.4e-05,2.211869899005486e-07,0.0024923883950202,0.0032103859972853,0.0057027743923055,8
HPF-L-L,3582102,31910974,3.431,1868.28,1487.27,3e-06,2.2156330527018337e-07,0.0005141989238588,0.0006597469944232,0.001173945918282,8
HPF-L-L,13902102,126893494,17.547,7385.68,5996.08,1.2e-05,2.259371658492412e-07,0.0023573737636752,0.0028942723956793,0.0052516461593546,8
HPF-H-F,17203202,86175090,30.612,5849.73,5236.98,1.1e-05,2.1176968980733485e-07,0.0019347760883751,0.0027611335729562,0.0046959096613314,8
HPF-H-F,18900002,93749846,34.098,6390.27,5724.83,1.2e-05,2.1047168656616935e-07,0.0021156689517004,0.0030648904604466,0.0051805594121471,8
HPF-H-L,17203202,86175090,31.466,5849.71,5249.83,1.1e-05,2.1399922479907106e-07,0.0020151868152037,0.0028042366307869,0.0048194234459906,8
HPF-H-L,18900002,93749846,37.447,6390.27,5760.19,1.4e-05,2.181738258658306e-07,0.0024435587620676,0.0032487672618261,0.0056923260238938,8
HPF-L-F,17203202,86175090,67.955,5849.7,5497.3,1.9e-05,2.1130316649314133e-07,0.0032832115710115,0.0047107306761255,0.0079939422471371,8
HPF-L-F,18900002,93749846,53.947,6390.32,5898.79,1.7e-05,2.1077313008693088e-07,0.0028425402309748,0.004103495520543,0.0069460357515178,8
HPF-L-L,17203202,86175090,68.233,5849.64,5498.16,1.9e-05,2.109888475079908e-07,0.0032822252788336,0.0047264038477673,0.008008629126601,8
HPF-L-L,18900002,93749846,50.804,6390.34,5879.54,1.6e-05,2.1104182966585306e-07,0.0027309946611828,0.0039302179081092,0.0066612125692921,8
HPF-H-F,16777218,115543302,1.539,7199.83,5297.0,0.001156,3.810515850818191e-05,0.0018034043168889,0.0015893460926324,0.0033927504095214,8
HPF-H-F,134217730,921311210,10.095,57444.17,42190.24,0.009342,3.8049339744382646e-05,0.0145512605868324,0.0128598301511607,0.0274110907379932,8
HPF-H-L,16777218,115543302,1.335,7199.91,5282.52,0.00115,3.7991986686104825e-05,0.0017884796880048,0.0015850439393704,0.0033735236273752,8
HPF-H-L,134217730,921311210,8.861,57444.1,42108.0,0.009128,3.753570174014268e-05,0.0140464135548996,0.0127375689244763,0.026783982479376,8
HPF-L-F,16777218,115543302,3.018,7199.91,5389.5,0.00118,3.712730271884158e-05,0.0017981491993515,0.0016651073777419,0.0034632565770934,8
HPF-L-F,134217730,921311210,25.919,57444.1,43169.9,0.008823,3.418581434897262e-05,0.0123714693318897,0.0135193579841398,0.0258908273160295,8
HPF-L-L,16777218,115543302,2.143,7199.84,5336.39,0.000959,3.182592690101564e-05,0.0012363264746159,0.0015791316132593,0.0028154580878753,8
HPF-L-L,134217730,921311210,17.53,57444.09,42680.2,0.008755,3.4614550952361496e-05,0.0124417075505802,0.0132484112220787,0.025690118772659,8
HPF-H-F,10097942,70432265,65.398,4343.02,4113.03,0.00294,3.590917596168724e-05,0.0043381099560407,0.0042881826785122,0.0086262926345529,8
HPF-H-F,15935886,111222584,107.687,6856.18,6490.95,0.005112,3.773703745950013e-05,0.0079039385392568,0.0070948618435508,0.0149988003828077,8
HPF-H-F,4918399,34306066,26.818,2116.25,1983.86,0.001321,3.7723037408365845e-05,0.0020423332552541,0.0018345414661732,0.0038768747214274,8
HPF-H-F,8177546,57003931,52.786,3515.64,3321.8,0.002526,3.777705593164662e-05,0.0039091499700952,0.003501926254649,0.0074110762247442,8
HPF-H-L,10097942,70432265,31.946,4343.02,3945.9,0.001831,3.773133990561935e-05,0.0028308149063167,0.0025417412905044,0.0053725561968212,8
HPF-H-L,15935886,111222584,58.363,6856.2,6280.4,0.003193,3.730108945637203e-05,0.0048854384164031,0.0044836333996324,0.0093690718160355,8
HPF-H-L,4918399,34306066,14.472,2116.24,1910.94,0.00086,3.802291671087796e-05,0.0013387939118676,0.001184696262979,0.0025234901748466,8
HPF-H-L,8177546,57003931,27.018,3515.7,3192.49,0.001559,3.7700100889241184e-05,0.0024085492446156,0.0021660094568679,0.0045745587014835,8
HPF-L-F,10097942,70432265,7.107,4342.96,3508.61,0.000909,3.831304492442421e-05,0.0014248129117938,0.001242939443963,0.0026677523557569,8
HPF-L-F,15935886,111222584,9.533,6856.18,5477.45,0.001372,3.74137367863656e-05,0.0021054461574111,0.0019211300434695,0.0040265762008806,8
HPF-L-F,4918399,34306066,3.934,2116.59,1725.18,0.000446,3.711532724768359e-05,0.0006789065981248,0.0006290572737629,0.0013079638718877,8
HPF-L-F,8177546,57003931,4.214,3515.73,2779.05,0.000667,3.7216900356322095e-05,0.001018340493005,0.0009386120423546,0.0019569525353597,8
HPF-L-L,10097942,70432265,6.956,4343.07,3505.24,0.000877,3.7290294066508507e-05,0.0013418517845916,0.0012321464827814,0.0025739982673731,8
HPF-L-L,15935886,111222584,9.613,6856.12,5482.64,0.001371,3.735339308684829e-05,0.0021000595769907,0.0019221495082261,0.0040222090852169,8
HPF-L-L,4918399,34306066,3.979,2116.24,1722.86,0.000451,3.751419180614448e-05,0.0006931775420415,0.0006292544678596,0.0013224320099012,8
HPF-L-L,8177546,57003931,4.675,3515.71,2799.59,0.00069,3.72734657420817e-05,0.0010555712286229,0.0009700978701769,0.0020256690987999,8
HPF-H-F,166224,787053,0.105,89.71,89.71,0.0,2.0757027426979655e-07,2.1569769478022027e-05,3.228514453981433e-05,5.385491401783636e-05,8
HPF-H-F,166224,784144,0.116,89.73,89.73,0.0,2.075204539473163e-07,2.153041861320884e-05,3.223379165026899e-05,5.376421026347783e-05,8
HPF-H-F,166224,801599,0.123,89.75,89.75,0.0,2.088414175973201e-07,2.187446999956169e-05,3.224764144465269e-05,5.412211144421438e-05,8
HPF-H-F,166224,797595,0.129,89.75,89.75,0.0,2.0759093339212362e-07,2.155976641446747e-05,3.226186589533171e-05,5.382163230979918e-05,8
HPF-H-F,166224,790823,0.132,89.64,89.64,0.0,2.087931060828576e-07,2.185995721017131e-05,3.2241572012668485e-05,5.41015292228398e-05,8
HPF-H-F,166224,793026,0.131,89.65,89.65,0.0,2.0931095355793653e-07,2.2013985944507874e-05,3.2258756248080544e-05,5.427274219258842e-05,8
HPF-H-F,166224,829476,0.004,89.64,89.64,0.0,2.17260356296138e-07,2.014007416760444e-05,2.699076403374363e-05,4.713083820134807e-05,8
HPF-H-F,166224,790484,0.136,89.79,89.79,0.0,2.0524384982631745e-07,2.0941650919974183e-05,3.2230906796795016e-05,5.31725577167692e-05,8
HPF-H-F,166224,799291,0.123,89.75,89.75,0.0,2.0206916675662457e-07,2.0107437474822104e-05,3.2230657025931465e-05,5.233809450075357e-05,8
HPF-H-F,166224,788055,0.121,89.73,89.73,0.0,2.023993541623357e-07,2.0189020873424834e-05,3.2222314679088984e-05,5.241133555251382e-05,8
HPF-H-F,166224,796265,0.126,89.71,89.71,0.0,2.0224260357534666e-07,2.014641500600739e-05,3.2221165733116665e-05,5.2367580739124055e-05,8
HPF-H-F,166224,789215,0.123,89.65,89.65,0.0,2.023370665314313e-07,2.0167980856595352e-05,3.221582063663675e-05,5.23838014932321e-05,8
